	galaxia1	galaxiaC1
1652	25874	25750
1653	25876	25861
1654	25886	153321
1655	25903	25907
1656	25905	26463
1657	25906	25795
1658	25907	25903
1659	25910	25237
1660	25915	25982
1661	25919	25958
1662	25926	26056
1663	25932	26109
1664	25938	25903
1665	25939	26295
1666	25940	87425
1667	25943	4075828
1668	25946	26163
1669	25950	26259
1670	25955	25958
1671	25956	3997532
1672	25958	25919
1673	25964	25864
1674	25967	25919
1675	25972	26014
1676	25973	25690
1677	25980	25982
1678	25982	25980
1679	25996	25874
1680	25999	26091
1681	26001	26066
1682	26003	26956
1683	26014	25972
1684	26017	26026
1685	26018	26654
1686	26026	26017
1687	26028	26112
1688	26034	26100
1689	26044	26671
1690	26051	26112
1691	26056	25926
1692	26062	26066
1693	26066	26001
1694	26068	26501
1695	26083	26412
1696	26091	25999
1697	26093	26608
1698	26096	4089075
1699	26100	26034
1700	26109	25932
1701	26111	26379
1702	26112	26028
1703	26113	25806
1704	26114	96438
1705	26122	26157
1706	26151	903648
1707	26157	26122
1708	26163	25946
1709	26170	26163
1710	26188	26246
1711	26189	25967
1712	26192	26122
1713	26218	27311
1714	26223	1049756
1715	26232	26238
1716	26236	26532
1717	26238	26232
1718	26246	26260
1719	26259	25950
1720	26260	26246
1721	26284	26489
1722	26287	3530471
1723	26295	25939
1724	26304	25946
1725	26306	27129
1726	26310	26421
1727	26330	1782383
1728	26341	22525
1729	26374	26556
1730	26378	26429
1731	26379	26111
1732	26383	26824
1733	26390	26495
1734	26404	970380
1735	26410	26469
1736	26411	25231
1737	26412	26083
1738	26421	27232
1739	26428	25906
1740	26429	948548
1741	26437	27006
1742	26455	27468
1743	26462	30484
1744	26463	26981
1745	26465	4015149
1746	26469	26498
1747	26471	3355297
1748	26483	26378
1749	26489	27845
1750	26495	26034
1751	26498	26469
1752	26501	26068
1753	26512	29469
1754	26532	2791769
1755	26555	26563
1756	26556	3355297
1757	26561	26463
1758	26563	27166
1759	26570	25496
1760	26571	26580
1761	26576	1227404
1762	26580	26571
1763	26592	2791727
1764	26596	2791743
1765	26599	26687
1766	26601	803771
1767	26605	28855
1768	26608	26093
1769	26609	3442482
1770	26624	26671
1771	26631	26648
1772	26632	26768
1773	26642	26939
1774	26643	3529846
1775	26648	26631
1776	26649	3529827
1777	26654	26018
1778	26662	2791739
1779	26671	26624
1780	26682	26109
1781	26687	26599
1782	26695	3529883
1783	26712	26643
1784	26721	26733
1785	26731	27027
1786	26733	26742
1787	26740	3529883
1788	26742	26733
1789	26750	1528515
1790	26768	26632
1791	26772	26828
1792	26776	27188
1793	26781	3997532
1794	26794	25551
1795	26796	26806
1796	26806	3742351
1797	26824	283677
1798	26828	26900
1799	26856	4089075
1800	26857	25946
1801	26862	26876
1802	26876	26953
1803	26888	26828
1804	26900	26921
1805	26903	26631
1806	26905	27004
1807	26921	26900
1808	26932	26968
1809	26939	26642
1810	26942	25999
1811	26953	3998030
1812	26956	27476
1813	26968	1365837
1814	26979	27311
1815	26980	27021
1816	26981	26463
1817	26998	27074
1818	27004	920013
1819	27006	26437
1820	27015	27021
1821	27021	27015
1822	27026	27473
1823	27027	26731
1824	27031	27048
1825	27045	26980
1826	27048	27066
1827	27059	26712
1828	27066	27048
1829	27074	1365837
1830	27077	24930
1831	27088	1365837
1832	27129	27466
1833	27130	27048
1834	27135	29366
1835	27148	27214
1836	27149	4078651
1837	27158	154079
1838	27159	27185
1839	27166	82501
1840	27175	27185
1841	27184	1359643
1842	27185	27175
1843	27188	26776
1844	27189	1297331
1845	27197	4078651
1846	27201	27369
1847	27212	27175
1848	27214	27148
1849	27232	1350579
1850	27248	27635
1851	27260	27316
1852	27309	4075666
1853	27311	26979
1854	27316	27260
1855	27351	837047
1856	27369	27487
1857	27386	28070
1858	27430	28285
1859	27431	27487
1860	27450	27468
1861	27451	27184
1862	27458	82565
1863	27466	27129
1864	27468	27450
1865	27473	27026
1866	27476	27487
1867	27487	27476
1868	27529	27351
1869	27606	28246
1870	27616	27833
1871	27635	1297331
1872	27670	738495
1873	27690	28440
1874	27709	26903
1875	27723	28010
1876	27734	28148
1877	27747	28396
1878	27762	27825
1879	27765	27788
1880	27774	909357
1881	27776	27784
1882	27777	27800
1883	27784	1365365
1884	27788	27765
1885	27792	28186
1886	27795	27810
1887	27800	27827
1888	27809	27188
1889	27810	28380
1890	27823	27784
1891	27825	27762
1892	27827	27800
1893	27833	27616
1894	27840	838214
1895	27845	26489
1896	27851	27776
1897	27856	28144
1898	27863	28026
1899	27873	27529
1900	27879	28328
1901	27882	735358
1902	27885	28013
1903	27887	28670
1904	27904	28028
1905	27918	27978
1906	27950	28074
1907	27959	27823
1908	27968	3091427
1909	27978	27918
1910	27982	27991
1911	27991	27982
1912	27997	28010
1913	27998	28258
1914	28001	28283
1915	28010	28272
1916	28013	27885
1917	28015	27476
1918	28026	27863
1919	28027	28144
1920	28028	27904
1921	28070	27386
1922	28074	27950
1923	28085	3998444
1924	28120	28630
1925	28144	28027
1926	28147	28189
1927	28148	28617
1928	28169	29036
1929	28186	28259
1930	28189	28147
1931	28195	29550
1932	28197	28328
1933	28201	28803
1934	28211	154265
1935	28234	2807083
1936	28246	27606
1937	28258	28275
1938	28259	28186
1939	28272	28275
1940	28275	28272
1941	28278	28302
1942	28283	28147
1943	28285	4078652
1944	28296	28324
1945	28298	29202
1946	28302	28278
1947	28308	28302
1948	28313	29140
1949	28316	9002283
1950	28324	28296
1951	28328	28197
1952	28351	28805
1953	28357	28169
1954	28365	28373
1955	28373	28570
1956	28376	27468
1957	28380	909357
1958	28396	28463
1959	28416	28726
1960	28418	756457
1961	28424	9002284
1962	28440	28536
1963	28463	28396
1964	28466	28715
1965	28485	28324
1966	28492	865347
1967	28497	29179
1968	28510	28570
1969	28517	28923
1970	28536	28664
1971	28542	30322
1972	28559	28876
1973	28565	29045
1974	28570	28766
1975	28571	28690
1976	28576	29366
1977	28590	28296
1978	28592	29745
1979	28606	28283
1980	28607	29166
1981	28613	28510
1982	28617	28148
1983	28627	25861
1984	28630	28655
1985	28636	9002283
1986	28655	28630
1987	28664	28536
1988	28667	29022
1989	28670	27887
1990	28672	28974
1991	28682	30263
1992	28685	28781
1993	28690	28571
1994	28710	28376
1995	28715	28685
1996	28726	4075975
1997	28732	5064321
1998	28741	28939
1999	28744	29319
2000	28749	3749659
2001	28766	28570
2002	28778	28882
2003	28781	28685
2004	28795	29036
2005	28803	28932
2006	28805	28186
2007	28806	28882
2008	28817	28833
2009	28821	28887
2010	28829	28862
2011	28830	29745
2012	28833	28817
2013	28840	2816694
2014	28841	28874
2015	28845	28606
2016	28855	29310
2017	28862	28829
2018	28874	28841
2019	28875	854545
2020	28876	4078652
2021	28877	9002292
2022	28882	4079716
2023	28887	28821
2024	28902	29380
2025	28908	28744
2026	28909	4080350
2027	28915	29016
2028	28919	28960
2029	28922	28926
2030	28923	29730
2031	28926	28922
2032	28927	28922
2033	28928	29472
2034	28932	28803
2035	28939	28947
2036	28947	28939
2037	28948	28960
2038	28950	28926
2039	28955	28919
2040	28956	28960
2041	28960	28919
2042	28962	847030
2043	28974	28672
2044	28987	139241
2045	28995	29021
2046	29009	30630
2047	29016	28915
2048	29021	28995
2049	29022	28667
2050	29034	31040
2051	29036	28169
2052	29045	2816694
2053	29046	29059
2054	29050	28928
2055	29056	29327
2056	29059	29046
2057	29067	29347
2058	29076	4076004
2059	29085	29866
2060	29089	9002290
2061	29096	154630
2062	29109	29016
2063	29126	3998484
2064	29140	28313
2065	29141	29311
2066	29146	30819
2067	29157	28956
2068	29160	2792195
2069	29166	29892
2070	29171	32333
2071	29177	29220
2072	29178	96465
2073	29179	29394
2074	29202	28298
2075	29203	28606
2076	29209	29413
2077	29220	29177
2078	29238	4076004
2079	29264	32719
2080	29265	31304
2081	29278	29895
2082	29281	181908
2083	29290	822715
2084	29296	25676
2085	29310	28855
2086	29311	29141
2087	29313	29434
2088	29319	29178
2089	29321	29413
2090	29327	29177
2091	29347	29067
2092	29366	31359
2093	29377	860181
2094	29380	29901
2095	29394	29179
2096	29413	29435
2097	29434	822715
2098	29435	29413
2099	29466	28821
2100	29469	29584
2101	29471	1223942
2102	29472	28928
2103	29478	29866
2104	29512	34297
2105	29527	3751745
2106	29530	29892
2107	29550	30018
2108	29553	30180
2109	29579	949725
2110	29584	29469
2111	29591	29579
2112	29597	28877
2113	29623	29978
2114	29637	29853
2115	29641	732726
2116	29644	9002292
2117	29661	29929
2118	29671	1068547
2119	29691	29238
2120	29716	30022
2121	29717	2606552
2122	29727	29898
2123	29730	29814
2124	29743	29883
2125	29745	28592
2126	29747	3534011
2127	29800	30061
2128	29814	29855
2129	29815	2792778
2130	29836	29553
2131	29841	30193
2132	29853	4076043
2133	29855	29814
2134	29865	30068
2135	29866	30310
2136	29883	29743
2137	29890	850722
2138	29891	29947
2139	29892	29530
2140	29894	29950
2141	29895	29278
2142	29898	29727
2143	29901	30231
2144	29904	29915
2145	29907	850722
2146	29915	29904
2147	29919	32512
2148	29929	29980
2149	29947	29891
2150	29950	154979
2151	29959	154979
2152	29978	30177
2153	29980	29929
2154	29993	4076043
2155	30010	30068
2156	30018	30176
2157	30019	30239
2158	30022	29716
2159	30043	3753227
2160	30059	30283
2161	30061	29800
2162	30064	27027
2163	30068	29865
2164	30083	30061
2165	30087	34353
2166	30099	29478
2167	30108	3081689
2168	30176	30018
2169	30177	29978
2170	30180	29553
2171	30181	31359
2172	30193	30211
2173	30197	31650
2174	30204	827189
2175	30206	28795
2176	30208	30211
2177	30211	30208
2178	30216	30748
2179	30231	29901
2180	30239	31011
2181	30245	30666
2182	30247	31192
2183	30253	800429
2184	30263	28682
2185	30273	29644
2186	30277	9002300
2187	30281	30310
2188	30283	30445
2189	30308	83054
2190	30310	30431
2191	30314	4079661
2192	30322	30462
2193	30323	31011
2194	30336	30391
2195	30391	30336
2196	30399	30177
2197	30404	31335
2198	30407	29901
2199	30408	30216
2200	30409	30594
2201	30410	30498
2202	30416	30594
2203	30420	1525158
2204	30422	31035
2205	30431	30464
2206	30440	30445
2207	30445	30670
2208	30451	30522
2209	30460	2807083
2210	30462	30322
2211	30463	30464
2212	30464	30463
2213	30474	31621
2214	30484	32213
2215	30491	30510
2216	30498	30410
2217	30510	30491
2218	30513	30858
2219	30515	800429
2220	30519	797053
2221	30522	30859
2222	30534	30671
2223	30538	31932
2224	30544	30626
2225	30569	2606552
2226	30591	30666
2227	30594	100031
2228	30604	4534523
2229	30605	34366
2230	30626	30544
2231	30630	29009
2232	30657	82992
2233	30666	30245
2234	30670	30445
2235	30671	30792
2236	30684	28939
2237	30708	30748
2238	30714	31029
2239	30716	3099199
2240	30744	32287
2241	30748	30216
2242	30750	83019
2243	30774	30865
2244	30775	30865
2245	30776	31387
2246	30785	30873
2247	30792	100031
2248	30814	3098429
2249	30815	83014
2250	30819	29146
2251	30821	30875
2252	30835	663890
2253	30849	82995
2254	30858	30513
2255	30859	83115
2256	30865	30792
2257	30867	30876
2258	30868	9002300
2259	30873	30785
2260	30875	30821
2261	30876	30887
2262	30878	646162
2263	30885	31467
2264	30887	30876
2265	30895	32614
2266	30905	30939
2267	30906	32550
2268	30928	31528
2269	30932	5065012
2270	30934	30945
2271	30938	83163
2272	30939	30905
2273	30945	30988
2274	30949	82992
2275	30976	661915
2276	30981	83115
2277	30983	32719
2278	30988	30945
2279	30992	30875
2280	31001	31161
2281	31011	30323
2282	31014	31348
2283	31020	83220
2284	31025	31039
2285	31029	31166
2286	31035	31281
2287	31037	29730
2288	31039	3756672
2289	31040	31708
2290	31053	83084
2291	31058	30498
2292	31065	31091
2293	31068	30865
2294	31076	30022
2295	31085	31182
2296	31086	31264
2297	31088	31162
2298	31090	155398
2299	31091	31065
2300	31094	31053
2301	31095	83220
2302	31099	100080
2303	31103	83203
2304	31126	816514
2305	31129	5065935
2306	31131	83123
2307	31135	31149
2308	31141	29584
2309	31145	31198
2310	31148	3757238
2311	31149	31135
2312	31154	31557
2313	31160	661915
2314	31161	31149
2315	31162	31088
2316	31166	31029
2317	31171	31245
2318	31173	3099202
2319	31182	3757197
2320	31192	30247
2321	31198	31145
2322	31201	31182
2323	31207	30858
2324	31212	3081757
2325	31217	31626
2326	31218	767095
2327	31231	31268
2328	31238	31355
2329	31242	31593
2330	31245	31293
2331	31248	31253
2332	31252	742842
2333	31253	31248
2334	31264	31086
2335	31265	31820
2336	31268	31231
2337	31270	740192
2338	31273	31761
2339	31275	31435
2340	31278	32610
2341	31280	765167
2342	31281	31035
2343	31285	32614
2344	31288	740192
2345	31293	31245
2346	31296	31316
2347	31302	1352430
2348	31304	29265
2349	31310	31317
2350	31311	31497
2351	31312	758856
2352	31314	31310
2353	31316	31296
2354	31317	31316
2355	31330	31334
2356	31331	32290
2357	31334	31330
2358	31335	31533
2359	31348	31014
2360	31353	31371
2361	31355	31363
2362	31359	29366
2363	31360	31599
2364	31363	3757810
2365	31366	99965
2366	31368	31405
2367	31370	31636
2368	31371	31312
2369	31385	141460
2370	31387	30776
2371	31391	673630
2372	31401	31541
2373	31402	31438
2374	31403	755655
2375	31405	31368
2376	31407	31683
2377	31418	31450
2378	31421	141491
2379	31422	141466
2380	31425	32579
2381	31428	30206
2382	31430	141468
2383	31432	31495
2384	31435	3999702
2385	31437	761585
2386	31438	31402
2387	31441	3757810
2388	31443	141491
2389	31444	31483
2390	31447	755661
2391	31450	31476
2392	31456	9002302
2393	31462	31401
2394	31464	31450
2395	31465	31403
2396	31466	31542
2397	31467	32812
2398	31472	31435
2399	31476	31450
2400	31478	31430
2401	31483	31515
2402	31487	31162
2403	31488	31476
2404	31493	701239
2405	31494	31447
2406	31495	31432
2407	31497	31311
2408	31500	31581
2409	31504	141481
2410	31510	155460
2411	31513	31531
2412	31515	31483
2413	31517	31523
2414	31523	31517
2415	31528	4534523
2416	31530	155494
2417	31531	31513
2418	31532	141489
2419	31533	31565
2420	31537	141493
2421	31540	87329
2422	31541	31401
2423	31542	31571
2424	31549	141492
2425	31554	32251
2426	31557	31154
2427	31560	31838
2428	31565	31533
2429	31571	31542
2430	31574	768808
2431	31577	31580
2432	31580	31577
2433	31581	31510
2434	31583	742559
2435	31585	31581
2436	31586	31441
2437	31588	141460
2438	31590	31626
2439	31592	155494
2440	31593	31981
2441	31597	31636
2442	31599	31418
2443	31600	42645
2444	31601	33953
2445	31616	3081769
2446	31621	30474
2447	31622	31995
2448	31626	31981
2449	31629	31438
2450	31632	741631
2451	31636	31597
2452	31637	761585
2453	31638	31532
2454	31642	31948
2455	31646	3081769
2456	31650	32103
2457	31653	33108
2458	31659	31637
2459	31664	31680
2460	31677	732787
2461	31680	31583
2462	31683	31407
2463	31690	31058
2464	31692	31541
2465	31708	32356
2466	31720	32201
2467	31730	31738
2468	31732	31407
2469	31738	31909
2470	31744	31787
2471	31747	31787
2472	31754	750199
2473	31761	612829
2474	31765	31794
2475	31776	31754
2476	31787	31747
2477	31794	31765
2478	31797	31974
2479	31804	32018
2480	31805	761243
2481	31809	31874
2482	31816	31391
2483	31820	31265
2484	31822	732787
2485	31827	31929
2486	31832	31335
2487	31838	31560
2488	31840	33385
2489	31841	155650
2490	31855	31794
2491	31870	31565
2492	31874	31809
2493	31875	31622
2494	31876	3099202
2495	31883	31982
2496	31885	31926
2497	31887	30420
2498	31909	31738
2499	31926	31941
2500	31929	31827
2501	31932	33705
2502	31941	31974
2503	31945	31497
2504	31948	31642
2505	31951	31557
2506	31966	31677
2507	31968	32249
2508	31974	31941
2509	31975	4078633
2510	31979	31597
2511	31981	31626
2512	31982	31883
2513	31987	31683
2514	31995	31622
2515	32007	32192
2516	32018	836536
2517	32037	31941
2518	32039	31487
2519	32044	31370
2520	32059	32081
2521	32081	32059
2522	32082	32194
2523	32091	32205
2524	32103	31650
2525	32108	32323
2526	32113	5065970
2527	32118	31995
2528	32121	32059
2529	32134	31428
2530	32153	33234
2531	32178	83341
2532	32183	35206
2533	32185	31804
2534	32192	32007
2535	32194	32082
2536	32201	31720
2537	32205	32091
2538	32207	32671
2539	32213	30484
2540	32216	32314
2541	32224	32185
2542	32249	32192
2543	32251	32257
2544	32256	32508
2545	32257	32251
2546	32271	32369
2547	32287	32437
2548	32290	32588
2549	32292	32007
2550	32296	651653
2551	32302	32652
2552	32306	32787
2553	32314	32216
2554	32323	32564
2555	32333	29171
2556	32337	31192
2557	32347	32178
2558	32351	9002308
2559	32356	33633
2560	32369	32271
2561	32424	32434
2562	32434	32464
2563	32437	32464
2564	32464	32434
2565	32495	3097669
2566	32499	32549
2567	32508	32256
2568	32512	3097669
2569	32529	32192
2570	32533	32499
2571	32535	32540
2572	32536	32290
2573	32540	32535
2574	32542	31359
2575	32548	170096
2576	32549	32499
2577	32550	816514
2578	32564	32323
2579	32570	32351
2580	32579	32588
2581	32584	32424
2582	32588	32579
2583	32595	32596
2584	32596	32595
2585	32605	33030
2586	32610	31278
2587	32614	33184
2588	32625	32666
2589	32643	33166
2590	32648	33615
2591	32652	4546420
2592	32660	34519
2593	32666	32625
2594	32671	32207
2595	32674	32495
2596	32679	32302
2597	32681	32548
2598	32694	32763
2599	32703	32821
2600	32706	33118
2601	32714	33242
2602	32719	30983
2603	32736	32666
2604	32754	32533
2605	32763	32694
2606	32767	32207
2607	32772	32876
2608	32774	33726
2609	32787	34326
2610	32800	32774
2611	32812	32596
2612	32821	32703
2613	32854	32876
2614	32869	31690
2615	32876	32854
2616	32877	3098867
2617	33009	33011
2618	33011	33009
2619	33025	35904
2620	33030	32605
2621	33034	3098867
2622	33038	33474
2623	33052	96492
2624	33060	4078757
2625	33071	33074
2626	33074	33071
2627	33097	91071
2628	33098	2807087
2629	33108	822312
2630	33109	625548
2631	33118	4534985
2632	33124	33509
2633	33136	34508
2634	33140	33604
2635	33160	32508
2636	33166	32643
2637	33184	32614
2638	33215	3763370
2639	33216	33225
2640	33225	33952
2641	33234	33635
2642	33242	32714
2643	33276	32540
2644	33328	36117
2645	33333	33160
2646	33343	32763
2647	33349	818436
2648	33371	33432
2649	33375	32854
2650	33385	33410
2651	33390	33333
2652	33410	33385
2653	33418	33552
2654	33432	33371
2655	33463	34260
2656	33474	33744
2657	33509	139476
2658	33539	31951
2659	33550	32529
2660	33552	33418
2661	33560	3081839
2662	33571	4074672
2663	33584	33698
2664	33590	33591
2665	33591	33590
2666	33601	33962
2667	33604	34107
2668	33615	32671
2669	33619	33052
2670	33623	34834
2671	33633	32356
2672	33635	34015
2673	33642	33940
2674	33647	33871
2675	33652	34151
2676	33657	3766115
2677	33667	33671
2678	33671	33667
2679	33682	33794
2680	33698	33584
2681	33701	33657
2682	33705	31932
2683	33712	32812
2684	33726	32774
2685	33744	33474
2686	33766	35955
2687	33794	33682
2688	33824	3766824
2689	33860	34504
2690	33866	32306
2691	33871	33647
2692	33898	90131
2693	33899	34005
2694	33908	35313
2695	33919	33619
2696	33923	33824
2697	33940	33642
2698	33941	3081830
2699	33952	33225
2700	33953	34308
2701	33956	34266
2702	33962	3081830
2703	33964	34190
2704	34005	33899
2705	34015	33635
2706	34028	854905
2707	34029	3404821
2708	34030	37618
2709	34068	33371
2710	34087	34349
2711	34095	34341
2712	34098	4080452
2713	34101	4080452
2714	34107	33604
2715	34130	3081830
2716	34147	34297
2717	34151	34478
2718	34156	35675
2719	34160	34087
2720	34171	91071
2721	34188	34362
2722	34190	33964
2723	34211	35196
2724	34232	2316668
2725	34243	34649
2726	34248	34419
2727	34257	34695
2728	34260	35285
2729	34262	34362
2730	34266	3081839
2731	34272	632808
2732	34292	35788
2733	34297	34147
2734	34298	35193
2735	34308	33953
2736	34325	34232
2737	34326	34415
2738	34341	3515857
2739	34349	34087
2740	34353	36825
2741	34362	34378
2742	34366	30605
2743	34378	34362
2744	34415	34326
2745	34419	34556
2746	34426	34433
2747	34428	34534
2748	34433	34426
2749	34445	3767698
2750	34478	34151
2751	34497	34573
2752	34501	34151
2753	34504	34513
2754	34508	2408657
2755	34513	34504
2756	34519	35453
2757	34529	34802
2758	34534	34428
2759	34554	32542
2760	34556	34419
2761	34561	3515857
2762	34566	34718
2763	34573	34497
2764	34583	34619
2765	34612	33333
2766	34619	35191
2767	34625	34709
2768	34629	34787
2769	34641	34889
2770	34649	34629
2771	34666	35321
2772	34684	34433
2773	34691	170170
2774	34692	35675
2775	34695	34257
2776	34697	34257
2777	34698	34780
2778	34709	34731
2779	34711	34478
2780	34718	34566
2781	34719	35285
2782	34728	34980
2783	34731	34709
2784	34733	35285
2785	34752	34787
2786	34767	35002
2787	34778	34780
2788	34780	34778
2789	34787	3383051
2790	34802	34780
2791	34834	33623
2792	34848	35916
2793	34856	34272
2794	34864	33571
2795	34874	33539
2796	34889	34641
2797	34895	34989
2798	34904	34428
2799	34908	2161501
2800	34917	2121110
2801	34935	33642
2802	34939	33871
2803	34951	2138143
2804	34962	34989
2805	34965	34780
2806	34967	34711
2807	34971	35002
2808	34980	34728
2809	34989	34962
2810	34995	34684
2811	35002	34767
2812	35003	35064
2813	35025	36743
2814	35043	34107
2815	35055	34989
2816	35058	34272
2817	35064	35003
2818	35086	35396
2819	35088	35111
2820	35097	34349
2821	35111	156572
2822	35113	35451
2823	35146	35288
2824	35164	37290
2825	35165	90146
2826	35188	640227
2827	35191	34619
2828	35193	35224
2829	35196	34211
2830	35206	36215
2831	35222	35539
2832	35224	35268
2833	35249	3543366
2834	35251	35055
2835	35262	35439
2836	35265	36918
2837	35266	38212
2838	35268	35224
2839	35285	34719
2840	35288	35146
2841	35292	35224
2842	35294	36005
2843	35313	36690
2844	35314	36644
2845	35321	35326
2846	35325	35326
2847	35326	35321
2848	35333	639970
2849	35341	35146
2850	35352	3771782
2851	35376	3404821
2852	35396	35443
2853	35405	35521
2854	35417	100032
2855	35421	35417
2856	35429	35619
2857	35439	35321
2858	35440	36174
2859	35443	35396
2860	35451	35113
2861	35453	35775
2862	35464	35508
2863	35472	35464
2864	35486	35916
2865	35507	34068
2866	35508	35464
2867	35521	1667257
2868	35539	35554
2869	35540	35619
2870	35554	35539
2871	35560	37339
2872	35569	35821
2873	35590	2408657
2874	35608	38347
2875	35616	35711
2876	35619	901781
2877	35621	35859
2878	35626	35698
2879	35634	36266
2880	35644	2408657
2881	35661	2737130
2882	35671	35674
2883	35674	35671
2884	35675	39143
2885	35676	38068
2886	35678	3515734
2887	35688	2026905
2888	35698	35626
2889	35704	33418
2890	35707	35688
2891	35711	35616
2892	35724	36274
2893	35731	4075067
2894	35734	36084
2895	35739	35193
2896	35754	2026905
2897	35758	35788
2898	35767	2737130
2899	35775	615556
2900	35776	615556
2901	35788	35758
2902	35804	35968
2903	35820	36725
2904	35821	37462
2905	35826	4126172
2906	35833	35861
2907	35854	35875
2908	35859	35621
2909	35861	35833
2910	35869	2737130
2911	35875	35854
2912	35883	36752
2913	35884	36005
2914	35900	36655
2915	35904	4076185
2916	35913	35443
2917	35915	38492
2918	35916	35486
2919	35930	35968
2920	35931	35711
2921	35954	635762
2922	35955	36137
2923	35968	35930
2924	35976	615556
2925	35977	1736432
2926	35979	35698
2927	35999	36875
2928	36000	36138
2929	36005	35884
2930	36031	36933
2931	36033	35776
2932	36037	35955
2933	36043	36243
2934	36060	35884
2935	36084	35734
2936	36101	35976
2937	36117	36987
2938	36136	36188
2939	36137	35955
2940	36138	36000
2941	36158	36160
2942	36160	36158
2943	36167	36203
2944	36168	36181
2945	36174	36205
2946	36176	1423943
2947	36178	36203
2948	36181	36168
2949	36188	36136
2950	36192	34308
2951	36193	36197
2952	36194	36178
2953	36195	1535396
2954	36197	36193
2955	36200	36231
2956	36203	36167
2957	36205	36174
2958	36211	36914
2959	36214	36231
2960	36215	37258
2961	36217	36084
2962	36231	36200
2963	36232	35508
2964	36238	35931
2965	36240	4076185
2966	36243	36043
2967	36265	36836
2968	36266	35634
2969	36274	3775209
2970	36294	36342
2971	36304	36274
2972	36315	4684759
2973	36342	36294
2974	36347	37024
2975	36353	36384
2976	36361	36433
2977	36384	36353
2978	36386	38550
2979	36419	36211
2980	36433	36361
2981	36434	36005
2982	36445	901781
2983	36462	36719
2984	36493	35883
2985	36501	36535
2986	36505	36137
2987	36506	37466
2988	36524	36535
2989	36535	36501
2990	36542	36555
2991	36555	36542
2992	36561	36231
2993	36570	37005
2994	36612	36643
2995	36635	1502260
2996	36643	36612
2997	36644	4011206
2998	36651	38347
2999	36653	38618
3000	36655	35900
3001	36669	36704
3002	36678	213879
3003	36680	36789
3004	36686	36136
3005	36690	35313
3006	36697	2807088
3007	36699	35999
3008	36704	36669
3009	36713	36739
3010	36716	35507
3011	36719	36904
3012	36725	3081895
3013	36737	36882
3014	36739	36713
3015	36743	35025
3016	36749	36759
3017	36752	37358
3018	36754	33410
3019	36759	36749
3020	36767	36906
3021	36768	1512638
3022	36789	36680
3023	36825	37072
3024	36827	36643
3025	36836	37236
3026	36849	1423943
3027	36872	762391
3028	36875	37136
3029	36882	36737
3030	36884	36749
3031	36885	36737
3032	36890	36906
3033	36895	170172
3034	36904	36719
3035	36906	36890
3036	36914	36979
3037	36918	37950
3038	36921	37532
3039	36929	1496906
3040	36932	35285
3041	36933	36031
3042	36935	617996
3043	36964	37005
3044	36979	36914
3045	36987	37263
3046	36990	38654
3047	36991	37148
3048	36997	36882
3049	37005	36964
3050	37008	1035882
3051	37024	37532
3052	37027	952557
3053	37029	37445
3054	37036	36875
3055	37061	37271
3056	37072	36825
3057	37073	37735
3058	37074	36725
3059	37075	37188
3060	37093	2093798
3061	37099	170181
3062	37136	36875
3063	37148	36991
3064	37178	38358
3065	37183	4101550
3066	37184	37188
3067	37188	37075
3068	37190	37326
3069	37196	37285
3070	37202	37196
3071	37220	37254
3072	37229	37691
3073	37235	38742
3074	37236	36493
3075	37238	37285
3076	37243	617996
3077	37245	37476
3078	37251	37301
3079	37254	37273
3080	37258	37930
3081	37259	38784
3082	37263	36987
3083	37271	37061
3084	37273	37254
3085	37285	37196
3086	37290	37697
3087	37293	35913
3088	37301	37251
3089	37306	37525
3090	37307	3778679
3091	37308	35707
3092	37320	37681
3093	37323	3545711
3094	37325	37562
3095	37326	3094231
3096	37334	36935
3097	37339	35560
3098	37348	38346
3099	37352	36895
3100	37358	37461
3101	37366	918481
3102	37373	918481
3103	37377	37752
3104	37386	37358
3105	37405	37549
3106	37412	37421
3107	37421	37412
3108	37422	3778679
3109	37444	37202
3110	37445	37029
3111	37461	37358
3112	37462	37544
3113	37466	36506
3114	37476	37690
3115	37483	37490
3116	37490	37483
3117	37496	37681
3118	37504	36921
3119	37515	37544
3120	37520	36238
3121	37525	37306
3122	37529	37666
3123	37532	36921
3124	37538	37624
3125	37542	37136
3126	37544	37515
3127	37549	37405
3128	37559	37616
3129	37562	3094231
3130	37574	37744
3131	37598	36215
3132	37612	38608
3133	37613	37616
3134	37616	37613
3135	37617	38645
3136	37618	37072
3137	37620	3081895
3138	37624	200277
3139	37625	38580
3140	37636	37654
3141	37642	37760
3142	37654	37636
3143	37660	888878
3144	37666	37529
3145	37669	3784087
3146	37681	37320
3147	37687	37705
3148	37688	91158
3149	37690	37476
3150	37691	37229
3151	37692	37719
3152	37697	37290
3153	37705	37687
3154	37710	37845
3155	37719	37692
3156	37735	37073
3157	37738	35913
3158	37744	37574
3159	37752	37377
3160	37760	38302
3161	37773	3094231
3162	37795	37903
3163	37803	37705
3164	37845	37710
3165	37853	38346
3166	37857	37906
3167	37860	39413
3168	37863	37690
3169	37903	37795
3170	37906	37857
3171	37912	36713
3172	37921	37243
3173	37928	40095
3174	37930	38173
3175	37934	37906
3176	37935	35869
3177	37950	38301
3178	37967	37773
3179	37969	37863
3180	37974	38139
3181	37976	38009
3182	37995	4074703
3183	37999	38173
3184	38009	37976
3185	38013	38081
3186	38025	38508
