	galaxia1	galaxiaC1
4730	49275	49479
4731	49282	49493
4732	49285	49359
4733	49286	49388
4734	49299	49184
4735	49301	49366
4736	49308	48959
4737	49311	49386
4738	49318	1648997
4739	49322	49112
4740	49337	49359
4741	49341	4074750
4742	49342	49476
4743	49347	49464
4744	49350	48860
4745	49354	99754
4746	49356	49380
4747	49359	49285
4748	49366	49301
4749	49380	49356
4750	49386	49311
4751	49388	49286
4752	49389	49380
4753	49393	49386
4754	49399	49468
4755	49408	49712
4756	49411	49547
4757	49412	49388
4758	49424	49591
4759	49426	51767
4760	49451	49030
4761	49464	49347
4762	49465	3815956
4763	49466	729818
4764	49468	51223
4765	49473	769318
4766	49476	49342
4767	49479	3557664
4768	49480	49389
4769	49489	50069
4770	49493	49673
4771	49497	50895
4772	49508	49548
4773	49513	49555
4774	49514	49480
4775	49519	166184
4776	49521	50782
4777	49547	49513
4778	49548	49508
4779	49555	49513
4780	49563	49965
4781	49573	50988
4782	49583	1069176
4783	49586	49750
4784	49591	49722
4785	49596	170306
4786	49598	49605
4787	49602	49555
4788	49604	89642
4789	49605	49598
4790	49608	2800847
4791	49618	49624
4792	49624	49618
4793	49634	50312
4794	49656	50183
4795	49670	230353
4796	49673	159549
4797	49676	729818
4798	49712	49408
4799	49718	49734
4800	49722	49737
4801	49732	49171
4802	49734	49718
4803	49737	49722
4804	49739	49747
4805	49741	49508
4806	49747	49739
4807	49750	159549
4808	49775	51015
4809	49820	49824
4810	49822	50191
4811	49824	49820
4812	49828	49739
4813	49836	49591
4814	49852	49824
4815	49864	49596
4816	49871	49044
4817	49874	2506745
4818	49880	1069176
4819	49881	2588613
4820	49884	50528
4821	49889	2317440
4822	49901	729818
4823	49916	50695
4824	49919	50191
4825	49923	46400
4826	49927	49366
4827	49939	814799
4828	49965	49563
4829	49983	51820
4830	49993	50832
4831	50018	50551
4832	50031	2317440
4833	50044	896975
4834	50060	49881
4835	50063	47413
4836	50069	49489
4837	50083	50084
4838	50084	50083
4839	50092	50120
4840	50095	49187
4841	50120	50092
4842	50144	49411
4843	50183	50195
4844	50191	2487633
4845	50194	50317
4846	50195	50183
4847	50229	3994923
4848	50231	3484941
4849	50242	55799
4850	50246	4075672
4851	50312	49634
4852	50317	50194
4853	50323	1043616
4854	50331	4111626
4855	50338	2487633
4856	50356	50799
4857	50369	50383
4858	50383	3484941
4859	50388	166027
4860	50395	50338
4861	50429	50084
4862	50448	50528
4863	50467	50701
4864	50479	50229
4865	50505	2459580
4866	50509	50312
4867	50528	50448
4868	50529	50732
4869	50551	50018
4870	50570	49737
4871	50581	50695
4872	50587	51780
4873	50588	50820
4874	50599	50948
4875	50600	50905
4876	50611	50060
4877	50613	50948
4878	50614	166325
4879	50618	141857
4880	50651	2501446
4881	50666	51305
4882	50670	50429
4883	50676	3994923
4884	50695	50581
4885	50701	50798
4886	50706	166027
4887	50728	2816084
4888	50732	50529
4889	50779	47762
4890	50782	50786
4891	50786	50782
4892	50798	50701
4893	50799	50732
4894	50807	890565
4895	50820	50588
4896	50832	49993
4897	50853	2069162
4898	50895	49497
4899	50902	51503
4900	50905	50600
4901	50942	2078051
4902	50948	50599
4903	50968	51058
4904	50970	50799
4905	50988	51064
4906	50990	214243
4907	51013	51420
4908	51015	51584
4909	51018	51023
4910	51023	51018
4911	51026	214243
4912	51036	50990
4913	51055	1019975
4914	51058	50968
4915	51061	705914
4916	51064	50970
4917	51104	51157
4918	51106	51969
4919	51120	89642
4920	51154	51288
4921	51157	51104
4922	51163	51018
4923	51207	51685
4924	51218	51492
4925	51223	51241
4926	51233	51286
4927	51241	51223
4928	51245	51290
4929	51251	51503
4930	51270	51241
4931	51275	51270
4932	51286	51233
4933	51288	51154
4934	51289	51346
4935	51290	51245
4936	51291	170341
4937	51299	51157
4938	51305	50799
4939	51309	51340
4940	51332	51912
4941	51340	51309
4942	51344	51957
4943	51346	51289
4944	51351	51973
4945	51355	51299
4946	51357	51564
4947	51388	51291
4948	51400	51270
4949	51401	51422
4950	51420	51013
4951	51421	51346
4952	51422	51401
4953	51424	51776
4954	51431	50902
4955	51445	51456
4956	51456	51445
4957	51459	50990
4958	51470	2078051
4959	51471	170346
4960	51492	159907
4961	51495	51291
4962	51503	50902
4963	51509	51564
4964	51511	50853
4965	51523	49308
4966	51561	51821
4967	51564	51509
4968	51568	52116
4969	51584	51905
4970	51587	50194
4971	51613	9002850
4972	51620	52247
4973	51635	52315
4974	51685	51207
4975	51697	51388
4976	51713	52396
4977	51753	51561
4978	51763	51822
4979	51767	49426
4980	51776	51822
4981	51780	52455
4982	51785	51808
4983	51787	51895
4984	51795	52307
4985	51798	2246952
4986	51808	51785
4987	51809	9002403
4988	51820	51424
4989	51821	51561
4990	51822	51776
4991	51830	51564
4992	51831	49747
4993	51846	51973
4994	51895	51787
4995	51901	51978
4996	51902	777145
4997	51905	51584
4998	51909	51933
4999	51912	51933
5000	51921	51909
5001	51922	51932
5002	51925	420129
5003	51932	51922
5004	51933	51909
5005	51953	3125556
5006	51955	52607
5007	51957	51344
5008	51969	51106
5009	51973	51846
5010	51978	51901
5011	51984	52159
5012	51995	52159
5013	52002	51445
5014	52016	52365
5015	52018	52092
5016	52030	140339
5017	52057	47903
5018	52084	52090
5019	52090	52084
5020	52091	51922
5021	52092	3125556
5022	52107	52194
5023	52116	51509
5024	52154	52107
5025	52159	51995
5026	52161	52180
5027	52180	52161
5028	52194	52237
5029	52212	1360237
5030	52226	52266
5031	52237	52194
5032	52247	51620
5033	52266	52336
5034	52273	52356
5035	52291	52412
5036	52307	2246952
5037	52313	52324
5038	52315	51635
5039	52317	52356
5040	52324	52313
5041	52336	2394027
5042	52341	52364
5043	52344	52336
5044	52345	52460
5045	52356	52317
5046	52364	52341
5047	52365	52564
5048	52371	54106
5049	52375	778366
5050	52381	52410
5051	52391	52454
5052	52395	214313
5053	52396	52409
5054	52405	52552
5055	52409	52396
5056	52410	52381
5057	52411	778366
5058	52412	52395
5059	52424	1946946
5060	52454	52391
5061	52455	52412
5062	52456	52614
5063	52460	52507
5064	52461	51820
5065	52462	91381
5066	52468	52476
5067	52476	2246952
5068	52495	52534
5069	52507	52460
5070	52521	889701
5071	52534	52614
5072	52550	214313
5073	52552	792602
5074	52558	52550
5075	52563	868840
5076	52564	52574
5077	52574	52564
5078	52581	993678
5079	52599	52600
5080	52600	52599
5081	52607	2414734
5082	52614	52641
5083	52618	889701
5084	52641	52614
5085	52647	2793197
5086	52664	52673
5087	52665	52614
5088	52666	812038
5089	52673	52664
5090	52711	53035
5091	52717	55427
5092	52730	52991
5093	52735	52550
5094	52741	1946946
5095	52761	52827
5096	52802	52825
5097	52809	890565
5098	52810	52815
5099	52811	53624
5100	52815	52810
5101	52816	52810
5102	52824	52846
5103	52825	52802
5104	52827	52761
5105	52839	52846
5106	52846	52839
5107	52874	53267
5108	52887	1393069
5109	52935	52940
5110	52940	52935
5111	52943	52940
5112	52952	55725
5113	52991	52730
5114	53029	736219
5115	53035	52991
5116	53037	53519
5117	53039	52424
5118	53043	53057
5119	53057	53043
5120	53073	53083
5121	53083	53073
5122	53089	53134
5123	53093	972352
5124	53134	53161
5125	53161	53134
5126	53176	53178
5127	53178	53176
5128	53186	817614
5129	53201	53231
5130	53211	54283
5131	53217	53622
5132	53229	53073
5133	53231	53247
5134	53234	805685
5135	53247	53231
5136	53267	87676
5137	53303	53711
5138	53336	3836648
5139	53346	53519
5140	53365	53383
5141	53383	53365
5142	53384	53578
5143	53391	3516522
5144	53402	140374
5145	53409	53391
5146	53414	53463
5147	53415	52827
5148	53417	52825
5149	53419	9002414
5150	53443	2800421
5151	53450	53516
5152	53463	53414
5153	53469	55165
5154	53474	53485
5155	53476	53511
5156	53485	53525
5157	53486	51932
5158	53499	53365
5159	53500	51106
5160	53511	53532
5161	53516	53525
5162	53519	53037
5163	53520	53516
5164	53521	184851
5165	53525	53516
5166	53527	53529
5167	53529	53527
5168	53532	53511
5169	53535	53529
5170	53544	52161
5171	53549	53583
5172	53550	53796
5173	53557	53574
5174	53562	53525
5175	53568	160376
5176	53574	53557
5177	53578	184851
5178	53580	817614
5179	53583	53549
5180	53586	9002414
5181	53587	53521
5182	53588	53697
5183	53595	53634
5184	53597	53683
5185	53600	53549
5186	53622	53657
5187	53624	53654
5188	53628	53884
5189	53630	160376
5190	53634	53583
5191	53636	1193898
5192	53643	53901
5193	53644	54061
5194	53648	53630
5195	53654	53624
5196	53657	53622
5197	53677	53711
5198	53683	3350778
5199	53697	53588
5200	53711	53677
5201	53724	54364
5202	53737	53267
5203	53743	50242
5204	53755	3838243
5205	53764	54491
5206	53770	1190315
5207	53774	51767
5208	53779	54779
5209	53796	53550
5210	53802	54761
5211	53861	140374
5212	53862	53941
5213	53865	54458
5214	53875	140532
5215	53877	1023994
5216	53884	53628
5217	53901	54134
5218	53911	53519
5219	53930	54045
5220	53932	53941
5221	53933	53949
5222	53941	53862
5223	53949	54470
5224	53977	974148
5225	53979	53930
5226	54013	54111
5227	54015	54018
5228	54016	54045
5229	54018	54110
5230	54037	1202458
5231	54045	54016
5232	54061	53644
5233	54075	54097
5234	54097	54075
5235	54106	54411
5236	54110	54018
5237	54111	54013
5238	54116	53877
5239	54117	54470
5240	54119	54171
5241	54134	53901
5242	54135	51420
5243	54150	53486
5244	54159	53979
5245	54171	54262
5246	54216	54135
5247	54234	54976
5248	54246	53562
5249	54250	54288
5250	54255	820306
5251	54262	54171
5252	54264	792560
5253	54283	54685
5254	54288	54250
5255	54324	3842249
5256	54336	53557
5257	54346	2586382
5258	54348	54602
5259	54364	54430
5260	54365	54430
5261	54371	974148
5262	54392	47762
5263	54399	55427
5264	54409	54437
5265	54411	54106
5266	54421	54346
5267	54422	55146
5268	54428	140462
5269	54429	54097
5270	54430	54365
5271	54431	51620
5272	54437	54409
5273	54452	53932
5274	54458	54849
5275	54470	54117
5276	54491	54811
5277	54578	54250
5278	54602	140498
5279	54625	3843823
5280	54644	3843823
5281	54646	54776
5282	54670	792560
5283	54677	54670
5284	54683	55630
5285	54685	54283
5286	54691	55532
5287	54703	55606
5288	54740	792560
5289	54754	54437
5290	54761	53802
5291	54776	54646
5292	54779	54816
5293	54809	54817
5294	54811	946374
5295	54816	54825
5296	54817	54809
5297	54825	54816
5298	54849	54458
5299	54851	4074783
5300	54909	53901
5301	54930	53884
5302	54944	184824
5303	54976	54346
5304	55076	55080
5305	55078	3091021
5306	55080	55076
5307	55081	54348
5308	55104	54851
5309	55122	55224
5310	55146	2793206
5311	55147	4684077
5312	55156	55169
5313	55165	53469
5314	55169	55156
5315	55224	55122
5316	55227	1799182
5317	55228	55658
5318	55281	1085714
5319	55293	59709
5320	55305	4005959
5321	55308	55435
5322	55388	54909
5323	55419	52116
5324	55427	54399
5325	55435	55308
5326	55475	55532
5327	55480	55482
5328	55482	55480
5329	55494	1799182
5330	55501	55520
5331	55506	51685
5332	55515	55967
5333	55518	55587
5334	55520	55501
5335	55532	55475
5336	55561	55609
5337	55582	2793206
5338	55587	55744
5339	55588	55867
5340	55605	1309725
5341	55606	54703
5342	55607	55630
5343	55609	55561
5344	55630	55607
5345	55637	56111
5346	55640	55648
5347	55647	55740
5348	55648	55640
5349	55658	55737
5350	55660	55435
5351	55665	55683
5352	55669	55648
5353	55674	140544
5354	55683	55665
5355	55694	55494
5356	55695	55909
5357	55710	56352
5358	55725	55740
5359	55737	55658
5360	55740	55647
5361	55744	55867
5362	55799	56604
5363	55802	55609
5364	55821	55833
5365	55833	3440465
5366	55853	55482
5367	55867	55744
5368	55887	58477
5369	55909	56013
5370	55927	56006
5371	55929	54428
5372	55964	56020
5373	55967	55515
5374	55973	4545797
5375	55989	56111
5376	56002	56145
5377	56005	55605
5378	56006	55927
5379	56007	141862
5380	56013	4666138
5381	56020	56023
5382	56023	56020
5383	56024	56078
5384	56077	5061296
5385	56078	56024
5386	56094	57249
5387	56105	56023
5388	56110	57249
5389	56111	55989
5390	56145	56013
5391	56210	56352
5392	56219	57699
5393	56334	55660
5394	56337	57818
5395	56352	56210
5396	56357	53774
5397	56404	2801987
5398	56413	56772
5399	56475	55989
5400	56537	57627
5401	56604	58516
5402	56682	56145
5403	56723	57345
5404	56762	57627
5405	56772	56413
5406	56904	57302
5407	56925	3861960
5408	57098	57100
5409	57100	57098
5410	57151	166020
5411	57181	57249
5412	57205	4120535
5413	57249	56094
5414	57261	57799
5415	57302	4120535
5416	57305	57611
5417	57332	58336
5418	57343	2801990
5419	57345	57527
5420	57399	54930
5421	57465	57656
5422	57527	57345
5423	57544	58742
5424	57554	2793299
5425	57574	5060393
5426	57582	56413
5427	57586	3861960
5428	57589	57949
5429	57590	57527
5430	57611	57305
5431	57627	56537
5432	57649	57656
5433	57652	2793321
5434	57656	57649
5435	57678	55165
5436	57699	56219
5437	57719	2800437
5438	57722	91528
5439	57723	140657
5440	57738	4623619
5441	57764	57803
5442	57799	57261
5443	57803	57764
5444	57815	2793328
5445	57818	58114
5446	57876	4623619
5447	57886	57699
5448	57888	65603
5449	57924	57818
5450	57928	3078214
5451	57949	57722
5452	57997	58115
5453	58052	57611
5454	58114	57818
5455	58115	57997
5456	58138	2800428
5457	58183	58470
5458	58336	57332
5459	58418	54431
5460	58423	1611051
5461	58470	1611051
5462	58475	1784019
5463	58477	59971
5464	58501	58423
5465	58516	219809
5466	58523	3571265
5467	58536	58608
5468	58547	59124
5469	58549	58138
5470	58551	57627
5471	58552	59232
5472	58608	58536
5473	58661	58798
5474	58742	59635
5475	58798	58661
5476	58827	59244
5477	58864	58891
5478	58891	58864
5479	58968	59325
5480	58985	62836
5481	58989	59132
5482	58999	58608
5483	59025	58798
5484	59038	59123
5485	59083	60003
5486	59093	58115
5487	59109	59165
5488	59111	59123
5489	59112	59175
5490	59123	59111
5491	59124	59180
5492	59132	59340
5493	59146	3138199
5494	59165	59109
5495	59175	59112
5496	59180	59124
5497	59192	59109
5498	59216	165944
5499	59232	59360
5500	59244	58827
5501	59314	59216
5502	59325	58968
5503	59340	59408
5504	59360	59232
5505	59373	59175
5506	59386	60052
5507	59408	59426
5508	59419	59426
5509	59426	59419
5510	59497	59124
5511	59551	59735
5512	59629	60222
5513	59635	58742
5514	59654	59655
5515	59655	59654
5516	59676	1681024
5517	59709	55293
5518	59725	59654
5519	59735	59742
5520	59742	59735
5521	59782	60459
5522	59783	59735
5523	59804	59862
5524	59862	59804
5525	59880	165962
5526	59884	236037
5527	59959	236037
5528	59971	60291
5529	59997	60025
5530	60001	59373
5531	60003	59083
5532	60025	59997
5533	60029	60161
5534	60032	59373
5535	60052	59386
5536	60085	140730
5537	60124	60393
5538	60161	60029
5539	60208	60311
5540	60216	60661
5541	60222	59629
5542	60241	60356
5543	60252	60349
5544	60277	60397
5545	60286	60315
5546	60291	59971
5547	60311	60208
5548	60315	60286
5549	60317	60025
5550	60321	60356
5551	60346	60459
5552	60349	60375
5553	60356	60321
5554	60369	59735
5555	60375	60349
5556	60393	60124
5557	60397	60277
5558	60459	61214
5559	60466	60375
5560	60498	60911
5561	60507	2801036
5562	60554	96602
5563	60568	61032
5564	60573	61776
5565	60648	63310
5566	60661	96602
5567	60701	91399
5568	60739	60317
5569	60753	61669
5570	60769	60739
5571	60778	61641
5572	60805	61021
5573	60879	61161
5574	60911	60925
5575	60920	61423
5576	60921	65001
5577	60924	60972
5578	60925	60911
5579	60931	59862
5580	60934	61274
5581	60972	60924
5582	61008	61025
5583	61021	60972
5584	61025	61008
5585	61032	60568
5586	61048	59325
5587	61052	61025
5588	61063	61052
5589	61072	61742
5590	61079	61102
5591	61082	61230
5592	61091	61102
5593	61102	61091
5594	61116	61123
5595	61123	61128
5596	61128	61123
5597	61146	61355
5598	61161	61165
5599	61165	61161
5600	61169	61165
5601	61214	61359
5602	61223	61264
5603	61230	61214
5604	61239	62077
5605	61264	61223
5606	61274	61063
5607	61300	61353
5608	61343	61429
5609	61353	61300
5610	61355	61146
5611	61359	61214
5612	61361	61420
5613	61378	61429
5614	61385	61386
5615	61386	61390
5616	61390	61386
5617	61404	61165
5618	61420	61361
5619	61423	60920
5620	61429	61378
5621	61432	61468
5622	61435	370764
5623	61461	4079620
5624	61468	61432
5625	61469	61515
5626	61487	61082
5627	61512	95737
5628	61515	61469
5629	61522	90296
5630	61532	4079724
5631	61534	95737
5632	61536	61621
5633	61542	60208
5634	61553	61927
5635	61558	61600
5636	61568	214667
5637	61600	61558
5638	61603	61658
5639	61607	214667
5640	61611	61512
5641	61621	61536
5642	61624	61435
5643	61641	62191
5644	61647	90298
5645	61655	61674
5646	61657	61674
5647	61658	61536
5648	61669	60753
5649	61674	61655
5650	61685	61696
5651	61689	61621
5652	61696	61685
5653	61712	4614837
5654	61713	2809279
5655	61742	61072
5656	61776	60573
5657	61787	61793
5658	61793	61787
5659	61802	1404402
5660	61833	62387
5661	61855	61863
5662	61861	61984
5663	61863	61855
5664	61869	62247
5665	61906	61914
5666	61914	61906
5667	61927	61553
5668	61930	267822
5669	61972	62757
5670	61981	61914
5671	61984	62080
5672	62008	62030
5673	62012	62341
5674	62022	61624
5675	62024	62163
5676	62030	62066
5677	62049	62409
5678	62066	62030
5679	62075	62207
5680	62077	61239
5681	62080	62104
5682	62099	93517
5683	62104	62080
5684	62125	61981
5685	62147	62163
5686	62148	62235
5687	62149	61927
5688	62162	61861
5689	62163	62147
5690	62173	61072
5691	62181	62163
5692	62191	62207
5693	62207	62191
5694	62235	62148
5695	62247	61869
5696	62320	93576
5697	62327	4614836
5698	62341	62492
5699	62351	62988
5700	62387	61833
5701	62409	62049
5702	62423	9002595
5703	62447	62512
5704	62453	60001
5705	62465	166546
5706	62492	62341
5707	62495	62341
5708	62512	62447
5709	62522	62553
5710	62528	62512
5711	62529	3097194
5712	62534	62492
5713	62553	62522
5714	62563	62569
5715	62569	62563
5716	62588	62589
5717	62589	62600
5718	62595	62409
5719	62600	3902815
5720	62609	3905049
5721	62622	452439
5722	62628	452439
5723	62651	86291
5724	62696	4614836
5725	62706	62771
5726	62730	62746
5727	62746	62730
5728	62752	63171
5729	62757	61972
5730	62771	62706
5731	62775	62495
5732	62779	62806
5733	62782	63398
5734	62806	62779
5735	62817	62696
5736	62830	62963
5737	62836	62988
5738	62856	390594
5739	62857	62880
5740	62870	62880
5741	62871	3905049
5742	62880	62870
5743	62885	62895
5744	62895	62885
5745	62897	62870
5746	62902	62885
5747	62910	62983
5748	62935	62938
5749	62938	62935
5750	62941	62935
5751	62963	3442287
5752	62964	3905669
5753	62974	63424
5754	62983	62910
5755	62988	62836
5756	63039	62964
5757	63045	3907935
5758	63054	63203
5759	63056	62447
5760	63121	62752
5761	63147	63420
5762	63151	63203
5763	63161	63214
5764	63165	63424
5765	63171	62752
5766	63203	63151
5767	63214	63226
5768	63224	63214
5769	63225	3907935
5770	63226	63214
5771	63240	3907935
5772	63292	63293
5773	63293	598512
5774	63310	60648
5775	63331	63433
5776	63339	63224
5777	63387	63039
5778	63395	63609
5779	63398	3911466
5780	63420	140858
5781	63424	62974
5782	63433	63443
5783	63443	63433
5784	63456	3911466
5785	63471	64734
5786	63500	59709
5787	63511	63682
5788	63536	4078339
5789	63545	63800
5790	63552	140953
5791	63556	63594
5792	63566	63594
5793	63571	394012
5794	63578	264338
5795	63594	63556
5796	63609	63620
5797	63614	63578
5798	63620	63609
5799	63630	63704
5800	63682	63803
5801	63683	64616
5802	63694	84914
5803	63704	63630
5804	63781	63972
5805	63797	63398
5806	63800	63803
5807	63803	63800
5808	63810	63861
5809	63833	63609
5810	63861	63810
5811	63873	64047
5812	63880	2427916
5813	63911	62387
5814	63938	466119
5815	63972	63781
5816	63988	269754
5817	64002	525677
5818	64005	185874
5819	64025	64047
5820	64044	64086
5821	64047	64025
5822	64060	64866
5823	64075	64102
5824	64082	64086
5825	64086	64082
5826	64087	64960
5827	64094	3916735
5828	64102	3917583
5829	64107	64075
5830	64133	63578
5831	64136	64192
5832	64140	64647
5833	64153	64179
5834	64176	63594
5835	64179	64153
5836	64182	64219
5837	64187	90359
5838	64192	64136
5839	64197	64002
5840	64216	64179
5841	64219	486781
5842	64235	466119
5843	64240	64296
5844	64244	64345
5845	64296	64240
5846	64307	64549
5847	64345	64244
5848	64411	64507
5849	64422	3919215
5850	64423	64464
5851	64427	64182
5852	64429	65003
5853	64432	65915
5854	64446	64554
5855	64454	64616
5856	64455	64488
5857	64463	890512
5858	64464	64423
5859	64485	63972
5860	64488	64455
5861	64506	798157
5862	64507	64655
5863	64511	63803
5864	64512	306561
5865	64521	64619
5866	64531	64946
5867	64540	2427916
5868	64548	64463
5869	64549	64307
5870	64554	64706
5871	64568	691232
5872	64580	64614
5873	64600	64540
5874	64605	64860
5875	64607	3094260
5876	64613	64657
5877	64614	64580
5878	64616	64454
5879	64619	64521
5880	64624	3924376
5881	64632	546866
5882	64647	64868
5883	64648	4664167
5884	64650	64613
5885	64654	162339
5886	64655	64507
5887	64656	839445
5888	64657	64613
5889	64658	3094260
5890	64706	64488
5891	64711	691232
5892	64712	101167
5893	64724	64980
5894	64725	511306
5895	64726	162339
5896	64734	63471
5897	64742	63704
5898	64750	64773
5899	64752	64176
5900	64772	64773
5901	64773	64750
5902	64778	64655
5903	64786	64860
5904	64845	64870
5905	64860	64786
5906	64866	64867
5907	64867	64866
5908	64868	64866
5909	64870	64845
5910	64884	64895
5911	64895	64884
5912	64901	65256
5913	64909	63797
5914	64929	65640
5915	64946	64531
5916	64960	64901
5917	64974	462443
5918	64980	64981
5919	64981	64980
5920	65001	3097690
5921	65003	64429
5922	65010	65381
5923	65017	4078688
5924	65036	65017
5925	65037	65172
5926	65086	168205
5927	65094	65289
5928	65109	63988
5929	65150	65189
5930	65172	65037
5931	65177	64133
5932	65189	65150
5933	65211	65189
5934	65249	4080166
5935	65256	128867
5936	65258	64657
5937	65273	65339
5938	65289	65094
5939	65295	5065943
5940	65299	65338
5941	65330	65775
5942	65338	65299
5943	65339	65273
5944	65381	65010
5945	65426	228962
5946	65436	101178
5947	65448	511306
5948	65483	64778
5949	65539	66331
5950	65600	65634
5951	65603	57888
5952	65634	128909
5953	65640	64929
5954	65702	65189
5955	65738	66224
5956	65775	65330
5957	65797	66471
5958	65870	65295
5959	65915	64432
5960	65958	64868
5961	65960	67943
5962	66000	66445
5963	66003	66548
5964	66004	101178
5965	66055	65738
5966	66063	140949
5967	66069	67634
5968	66078	66236
5969	66113	66004
5970	66127	66644
5971	66208	66376
5972	66224	66549
5973	66225	2688495
5974	66236	66078
5975	66239	67258
5976	66242	66566
5977	66291	66319
5978	66318	483219
5979	66319	66291
5980	66320	66318
5981	66331	65539
5982	66362	2817276
5983	66376	66208
5984	66427	66452
5985	66445	66000
5986	66452	66319
5987	66463	188521
5988	66471	65797
5989	66517	66526
5990	66526	66517
5991	66530	66452
5992	66545	67069
5993	66548	66003
5994	66549	66224
5995	66559	188428
5996	66566	2817276
5997	66611	66526
5998	66617	66669
5999	66644	66648
6000	66648	66644
6001	66669	87414
6002	66738	2800919
6003	66740	66909
6004	66767	132448
6005	66770	4664349
6006	66783	66812
6007	66784	67532
6008	66812	66783
6009	66860	67076
6010	66869	66909
6011	66891	66904
6012	66904	66891
6013	66909	66869
6014	66934	66985
6015	66972	4664349
6016	66985	66934
6017	66992	888633
6018	66993	90402
6019	67008	67364
6020	67018	67546
6021	67023	67139
6022	67042	67093
6023	67045	68618
6024	67048	67209
6025	67069	66545
6026	67073	67146
6027	67076	66548
6028	67078	66934
6029	67093	67042
6030	67139	67168
6031	67146	67073
6032	67158	67008
6033	67160	67146
6034	67162	4664167
6035	67168	67139
6036	67209	67048
6037	67215	68020
6038	67220	188521
6039	67222	497052
6040	67233	67248
6041	67248	67233
6042	67256	67507
6043	67258	66985
6044	67266	244664
6045	67282	2800919
6046	67293	68283
6047	67335	67552
6048	67347	69472
6049	67352	67425
6050	67362	67507
6051	67364	132485
6052	67373	67352
6053	67379	67900
6054	67408	67069
6055	67417	67418
6056	67418	67417
6057	67425	67352
6058	67507	67362
6059	67532	67222
6060	67546	67018
6061	67552	67335
6062	67557	67596
6063	67583	67596
6064	67596	67557
6065	67605	68108
6066	67617	67753
6067	67628	2768105
6068	67634	67663
6069	67641	67701
6070	67663	67557
6071	67671	168205
6072	67684	3244570
6073	67701	67641
6074	67707	67882
6075	67733	66471
6076	67737	1179793
6077	67753	67785
6078	67759	67823
6079	67782	67817
6080	67785	198500
6081	67795	67818
6082	67805	67887
6083	67816	134349
6084	67817	67795
6085	67818	67795
6086	67823	67900
6087	67835	68198
6088	67839	68090
6089	67842	67878
6090	67846	67158
6091	67871	170385
6092	67874	67883
6093	67878	133411
6094	67879	67817
6095	67881	198500
6096	67882	67707
6097	67883	67874
6098	67887	67805
6099	67888	67881
6100	67890	67943
6101	67892	67904
6102	67900	67823
6103	67904	67892
6104	67909	686765
6105	67910	67883
6106	67912	67874
6107	67919	67926
6108	67926	67943
6109	67932	672726
6110	67943	67926
6111	67954	686765
6112	67955	67912
6113	67970	199065
6114	67984	68057
6115	67995	68059
6116	68020	192463
6117	68026	68054
6118	68029	68121
6119	68030	68201
6120	68038	69453
6121	68054	68061
6122	68057	68473
6123	68059	68124
6124	68061	68054
6125	68068	67707
6126	68080	994082
6127	68090	68107
6128	68096	68941
6129	68107	68090
6130	68108	68165
6131	68115	69342
6132	68120	198550
6133	68121	68029
6134	68124	68059
6135	68128	68305
6136	68134	68194
6137	68138	65870
6138	68140	68157
6139	68157	68140
6140	68165	130726
6141	68194	68134
6142	68198	68290
6143	68199	69094
6144	68201	68484
6145	68215	68266
6146	68220	68389
6147	68223	129923
6148	68249	68252
6149	68252	68249
6150	68253	68317
6151	68266	68215
6152	68283	68165
6153	68285	68029
6154	68290	132490
6155	68291	69707
6156	68300	68530
6157	68305	68128
6158	68312	68059
6159	68317	68403
6160	68328	68538
6161	68329	524260
6162	68338	68253
6163	68345	68300
6164	68380	68411
6165	68389	68220
6166	68401	68107
6167	68403	68317
6168	68409	629951
6169	68411	68124
6170	68431	68441
6171	68437	68583
6172	68441	68431
6173	68442	141021
6174	68443	68431
6175	68450	68517
6176	68455	629951
6177	68469	68484
6178	68473	68057
6179	68478	68450
6180	68480	199137
6181	68484	68469
6182	68498	101241
6183	68511	68469
6184	68517	129923
6185	68530	68300
6186	68535	71220
6187	68538	68328
6188	68581	68904
6189	68583	766069
6190	68618	70324
6191	68644	68780
6192	68661	68266
6193	68686	68538
6194	68689	97237
6195	68704	69557
6196	68712	67162
6197	68718	68726
6198	68726	68718
6199	68727	69126
6200	68733	68826
6201	68741	68661
6202	68743	68771
6203	68771	68743
6204	68780	68644
6205	68794	199680
6206	68826	68733
6207	68870	68878
6208	68875	68583
6209	68878	68870
6210	68891	193187
6211	68904	68581
6212	68922	68941
6213	68941	68922
6214	68942	85258
6215	68957	69053
6216	68977	69443
6217	68993	69645
6218	68996	69847
6219	69009	69010
6220	69010	69009
6221	69011	69239
6222	69031	2768105
6223	69053	68957
6224	69094	69114
6225	69103	68455
6226	69111	129923
6227	69114	69094
6228	69126	69650
6229	69161	69177
6230	69165	192362
6231	69170	69620
6232	69173	69270
6233	69177	69161
6234	69212	141021
6235	69239	69011
6236	69251	193187
6237	69253	69539
6238	69270	69327
6239	69293	4526658
6240	69309	69499
6241	69323	69403
6242	69327	69270
6243	69339	69438
6244	69342	69364
6245	69349	85258
6246	69364	69342
6247	69375	69404
6248	69376	166755
6249	69381	69691
6250	69398	69403
6251	69403	69398
6252	69404	69375
6253	69438	69339
6254	69443	70243
6255	69448	70025
6256	69453	69170
6257	69454	68661
6258	69472	69658
6259	69475	69111
6260	69489	71726
6261	69499	69309
6262	69505	4526658
6263	69521	69589
6264	69539	69253
6265	69546	85256
6266	69557	69651
6267	69578	85256
