0,184
1,193
2,202
3,208
4,212
5,217
6,222
7,225
8,226
9,228
10,224
11,214
12,200
13,183
14,166
15,153
16,142
17,138
18,132
19,128
20,126
21,122
22,117
23,115
24,108
25,106
26,103
27,102
28,99
29,96
30,96
31,98
32,101
33,102
34,106
35,108
36,110
37,111
38,111
39,110
40,106
41,105
42,103
43,101
44,99
45,97
46,95
47,95
48,95
49,93
50,91
51,90
52,90
53,88
54,86
55,84
56,85
57,86
58,85
59,84
60,82
61,81
62,79
63,79
64,78
65,78
66,77
67,76
68,74
69,73
70,72
71,71
72,69
73,68
74,68
75,67
76,66
77,65
78,65
79,64
80,64
81,63
82,63
83,61
84,61
85,60
86,60
87,59
88,56
89,56
90,55
91,55
92,54
93,54
94,54
95,53
96,52
97,51
98,50
99,48
100,46
101,45
102,44
103,44
104,47
105,48
106,48
107,48
108,48
109,48
110,48
111,48
112,46
113,46
114,46
115,45
116,45
117,44
118,44
119,45
120,45
121,46
122,45
123,45
124,44
125,44
126,43
127,43
128,43
129,43
130,42
131,42
132,41
133,41
134,40
135,40
136,40
137,40
138,40
139,40
140,40
141,40
142,40
143,40
144,42
145,42
146,42
147,42
148,42
149,42
150,42
151,42
152,37
153,37
154,37
155,37
156,35
157,33
158,30
159,29
160,28
161,29
162,29
163,30
164,30
165,31
166,31
167,31
168,30
169,32
170,34
171,38
172,42
173,46
174,48
175,50
176,54
177,53
178,54
179,55
180,54
181,53
182,50
183,50
184,46
185,46
186,44
187,43
188,42
189,41
190,40
191,39
192,37
193,36
194,37
195,36
196,35
197,34
198,34
199,34
200,33
201,33
202,33
203,33
204,33
205,34
206,34
207,34
208,35
209,36
210,38
211,40
212,42
213,42
214,41
215,41
216,37
217,37
218,36
219,35
220,33
221,32
222,30
223,30
224,27
225,27
226,27
227,28
228,28
229,29
230,29
231,30
232,33
233,36
234,37
235,37
236,37
237,37
238,36
239,33
240,29
241,28
242,27
243,26
244,26
245,27
246,28
247,29
248,25
249,25
250,25
251,25
252,25
253,25
254,25
255,25
256,25
257,25
258,25
259,25
260,25
261,25
262,25
263,25
264,25
265,26
266,26
267,26
268,26
269,26
270,27
271,27
272,30
273,30
274,31
275,31
276,32
277,32
278,33
279,33
280,34
281,35
282,35
283,36
284,36
285,37
286,37
287,37
288,37
289,37
290,37
291,37
292,37
293,37
294,37
295,38
296,38
297,38
298,38
299,38
300,38
301,38
302,38
303,38
304,37
305,37
306,37
307,36
308,36
309,35
310,35
311,35
312,33
313,32
314,32
315,32
316,32
317,32
318,32
319,32
320,30
321,30
322,30
323,30
324,30
325,30
326,30
327,30
328,31
329,31
330,31
331,31
332,31
333,31
334,31
335,31
336,33
337,32
338,30
339,28
340,26
341,24
342,24
343,23
344,26
345,26
346,26
347,28
348,28
349,30
350,30
351,31
352,30
353,31
354,29
355,30
356,29
357,30
358,30
359,31
360,30
361,31
362,30
363,30
364,30
365,30
366,29
367,29
368,30
369,30
370,28
371,27
372,26
373,25
374,23
375,23
376,24
377,24
378,24
379,26
380,26
381,28
382,28
383,28
384,28
385,27
386,27
387,26
388,27
389,27
390,27
391,25
392,24
393,24
394,25
395,28
396,28
397,27
398,25
399,24
400,23
401,23
402,22
403,22
404,22
405,23
406,22
407,22
408,23
409,24
410,23
411,23
412,22
413,23
414,23
415,24
416,26
417,28
418,28
419,28
420,28
421,28
422,27
423,27
424,25
425,25
426,25
427,26
428,25
429,27
430,26
431,27
432,32
433,32
434,32
435,32
436,31
437,32
438,32
439,32
440,31
441,31
442,31
443,30
444,29
445,30
446,29
447,30
448,29
449,29
450,29
451,29
452,29
453,29
454,29
455,31
456,35
457,35
458,35
459,36
460,37
461,39
462,41
463,43
464,42
465,46
466,47
467,50
468,50
469,52
470,54
471,57
472,58
473,59
474,59
475,58
476,59
477,59
478,59
479,60
480,63
481,67
482,73
483,83
484,95
485,105
486,111
487,114
488,113
489,112
490,109
491,103
492,95
493,86
494,78
495,74
496,70
497,70
498,71
499,71
500,72
501,73
502,74
503,74
504,71
505,70
506,70
507,70
508,71
509,71
510,71
511,72
512,70
513,71
514,70
515,71
516,70
517,70
518,69
519,69
520,71
521,72
522,72
523,72
524,73
525,73
526,73
527,74
528,74
529,74
530,74
531,74
532,74
533,74
534,74
535,73
536,72
537,71
538,70
539,69
540,69
541,69
542,70
543,71
544,71
545,71
546,71
547,70
548,70
549,69
550,68
551,67
552,66
553,66
554,66
555,66
556,66
557,66
558,66
559,66
560,66
561,66
562,66
563,65
564,64
565,64
566,64
567,63
568,64
569,65
570,65
571,67
572,68
573,69
574,69
575,70
576,73
577,74
578,76
579,78
580,79
581,80
582,79
583,78
584,80
585,80
586,80
587,82
588,81
589,81
590,76
591,74
592,74
593,73
594,70
595,65
596,61
597,56
598,52
599,50
600,51
601,51
602,50
603,50
604,50
605,49
606,48
607,47
608,44
609,43
610,41
611,41
612,39
613,39
614,37
615,36
616,31
617,30
618,29
619,29
620,27
621,26
622,25
623,25
624,25
625,25
626,23
627,23
628,21
629,20
630,20
631,21
632,25
633,25
634,25
635,26
636,26
637,28
638,28
639,28
640,23
641,24
642,23
643,24
644,23
645,24
646,23
647,25
648,26
649,27
650,24
651,22
652,20
653,20
654,19
655,20
656,21
657,21
658,21
659,21
660,21
661,21
662,21
663,20
664,16
665,15
666,15
667,17
668,18
669,22
670,31
671,40
672,49
673,55
674,58
675,56
676,50
677,44
678,36
679,31
680,30
681,28
682,24
683,23
684,24
685,24
686,25
687,24
688,25
